objectid,date,bc,ab,sk,mb,nb,ns,pe,nl,repatriated,canadatotal,canadadaily,nt,nu,yt,on,qc,retrieved_at
54,1586205840000,1266,1348,253,204,4347,8580,103,293,22,226,13,16667,f,5,0,7,2020-05-01 07:15:55
55,1586265300000,1291,1373,260,217,4726,9340,105,310,22,228,13,17898,f,5,0,7,2020-05-01 07:15:55
56,1586390340000,1336,1423,271,221,5276,10031,108,342,25,232,13,19290,f,5,0,7,2020-05-01 07:15:55
57,1586433600000,1370,1451,278,224,5759,10912,111,373,25,236,13,20765,f,5,0,8,2020-05-01 07:15:55
60,1586520000000,1410,1500,285,230,6237,11677,112,407,25,239,13,22148,f,5,0,8,2020-05-01 07:15:55
61,1586606400000,1445,1569,289,243,6648,12292,112,428,25,241,13,23318,f,5,0,8,2020-05-01 07:15:55
62,1586692800000,1445,1651,298,242,7049,12846,114,445,25,242,13,24383,f,5,0,8,2020-05-01 07:15:55
64,1586779200000,1490,1732,300,246,7470,13557,116,474,25,244,13,25680,f,5,0,8,2020-05-01 07:15:55
65,1586865600000,1517,1870,301,246,7953,14248,116,517,25,244,13,27063,f,5,0,8,2020-05-01 07:15:55
66,1586952000000,1561,1996,304,246,8447,14860,117,549,26,247,13,28379,f,5,0,8,2020-05-01 07:15:55
67,1587038400000,1575,2158,305,250,8961,15857,117,579,26,252,13,30106,f,5,0,8,2020-05-01 07:15:55
68,1587124800000,1618,2397,307,250,9525,16798,117,606,26,256,13,31927,f,5,0,9,2020-05-01 07:15:55
69,1587211200000,1647,2562,313,253,10010,17521,118,649,26,257,13,33383,f,5,0,9,2020-05-01 07:15:55
70,1587297600000,1647,2803,315,253,10578,18357,118,675,26,257,13,35056,f,5,0,9,2020-05-01 07:15:55
72,1587384000000,1699,2908,316,254,11184,19319,118,721,26,257,13,36831,f,5,0,11,2020-05-01 07:15:55
73,1587470400000,1724,3095,320,255,11735,20126,118,737,26,257,13,38422,f,5,0,11,2020-05-01 07:15:55
74,1587556800000,1795,3401,326,257,12245,20965,118,772,26,256,13,40190,f,5,0,11,2020-05-01 07:15:55
75,1587643200000,1824,3720,331,262,12879,21838,118,827,26,256,13,42110,f,5,0,11,2020-05-01 07:15:55
76,1587729600000,1853,4017,341,263,13519,22616,118,850,26,256,13,43888,f,5,0,11,2020-05-01 07:15:55
77,1587816000000,1948,4233,349,267,13995,23267,118,865,26,257,13,45354,f,5,0,11,2020-05-01 07:15:55
78,1587902400000,1948,4480,353,271,14432,24107,118,873,26,258,13,46895,f,5,0,11,2020-05-01 07:15:55
79,1587988800000,1998,4696,365,272,14856,24982,118,900,26,258,13,48500,f,5,0,11,2020-05-01 07:15:55
80,1588075200000,2053,4850,366,272,15381,25757,118,915,27,258,13,50026,f,5,0,11,2020-05-01 07:15:55
81,1588161600000,2087,5165,383,273,15728,26594,118,935,27,258,13,51597,f,5,0,11,2020-05-01 07:15:55
82,1588248000000,2112,5355,389,275,16187,27538,118,947,27,258,13,53236,f,5,1,11,2020-05-01 07:15:55
1,1584288000000,73,56,6,7,145,39,6,3,1,1,4,341,f,0,0,0,2020-04-30 21:16:14
2,1584201600000,73,39,6,4,103,24,2,0,1,1,4,257,f,0,0,0,2020-04-30 21:16:14
3,1584115200000,64,29,2,4,79,17,1,0,0,0,2,198,f,0,0,0,2020-04-30 21:16:14
4,1583942400000,46,19,0,0,42,9,1,0,0,0,1,118,f,0,0,0,2020-04-30 21:16:14
5,1583856000000,39,14,0,0,36,7,0,0,0,0,0,96,f,0,0,0,2020-04-30 21:16:14
6,1583769600000,32,7,0,0,35,5,0,0,0,0,0,79,f,0,0,0,2020-04-30 21:16:14
7,1583600400000,27,2,0,0,28,3,0,0,0,0,0,60,f,0,0,0,2020-04-30 21:16:14
8,1583514000000,21,2,0,0,28,3,0,0,0,0,0,54,f,0,0,0,2020-04-30 21:16:14
9,1583427600000,21,1,0,0,22,3,0,0,0,0,0,47,f,0,0,0,2020-04-30 21:16:14
10,1583254800000,12,0,0,0,20,1,0,0,0,0,0,33,f,0,0,0,2020-04-30 21:16:14
11,1583168400000,8,0,0,0,18,1,0,0,0,0,0,27,f,0,0,0,2020-04-30 21:16:14
12,1583082000000,8,0,0,0,15,1,0,0,0,0,0,24,f,0,0,0,2020-04-30 21:16:14
13,1584374400000,103,74,7,8,177,50,7,5,1,1,8,441,f,0,0,0,2020-04-30 21:16:14
15,1584032400000,53,23,1,3,59,17,1,0,0,0,1,158,f,0,0,0,2020-04-30 21:16:14
16,1583686800000,27,4,0,0,31,4,0,0,0,0,0,66,f,0,0,0,2020-04-30 21:16:14
18,1584446400000,186,97,8,15,189,74,8,7,1,3,9,597,f,0,0,0,2020-04-30 21:16:14
19,1584532800000,231,119,16,17,214,94,11,12,1,3,9,727,f,0,0,0,2020-04-30 21:16:14
20,1584619200000,271,146,20,17,258,121,11,14,2,3,10,873,f,0,0,0,2020-04-30 21:16:14
21,1584705600000,348,195,26,17,318,139,11,15,2,4,12,1087,f,0,0,0,2020-04-30 21:16:14
22,1579953600000,0,0,0,0,1,0,0,0,0,0,0,1,t,0,0,0,2020-04-30 21:16:14
23,1580126400000,0,0,0,0,2,0,0,0,0,0,0,2,t,0,0,0,2020-04-30 21:16:14
24,1580212800000,1,0,0,0,2,0,0,0,0,0,0,3,t,0,0,0,2020-04-30 21:16:14
25,1580472000000,1,0,0,0,3,0,0,0,0,0,0,4,t,0,0,0,2020-04-30 21:16:14
26,1580817600000,2,0,0,0,3,0,0,0,0,0,0,5,t,0,0,0,2020-04-30 21:16:14
27,1580990400000,4,0,0,0,3,0,0,0,0,0,0,7,f,0,0,0,2020-04-30 21:16:14
28,1581681600000,5,0,0,0,3,0,0,0,0,0,0,8,t,0,0,0,2020-04-30 21:16:14
29,1582200000000,6,0,0,0,3,0,0,0,0,0,0,9,t,0,0,0,2020-04-30 21:16:14
30,1582459200000,6,0,0,0,4,0,0,0,0,0,0,10,t,0,0,0,2020-04-30 21:16:14
31,1582545600000,7,0,0,0,4,0,0,0,0,0,0,11,t,0,0,0,2020-04-30 21:16:14
32,1582718400000,7,0,0,0,5,0,0,0,0,0,0,12,t,0,0,0,2020-04-30 21:16:14
33,1582804800000,7,0,0,0,6,1,0,0,0,0,0,14,f,0,0,0,2020-04-30 21:16:14
34,1582891200000,7,0,0,0,8,1,0,0,0,0,0,16,f,0,0,0,2020-04-30 21:16:14
35,1582977600000,8,0,0,0,11,1,0,0,0,0,0,20,f,0,0,0,2020-04-30 21:16:14
36,1583323200000,13,0,0,0,20,1,0,0,0,0,0,34,t,0,0,0,2020-04-30 21:16:14
37,1584792000000,424,226,44,19,377,181,17,21,2,6,13,1331,f,1,0,0,2020-04-30 21:16:14
38,1584878400000,424,259,52,20,425,219,17,28,3,9,13,1470,f,1,0,0,2020-04-30 21:16:14
40,1584964800000,472,301,66,20,503,628,17,41,3,24,13,2091,f,1,0,2,2020-04-30 21:16:14
41,1585051200000,617,358,72,21,588,1013,18,51,3,35,13,2792,f,1,0,2,2020-04-30 21:16:14
42,1585137600000,659,419,86,35,688,1339,26,68,5,67,13,3409,f,1,0,3,2020-04-30 21:16:14
43,1585224000000,725,486,95,36,858,1629,33,73,9,82,13,4043,f,1,0,3,2020-04-30 21:16:14
44,1585310400000,792,542,104,39,993,2021,45,90,11,102,13,4757,f,1,0,4,2020-04-30 21:16:14
45,1585396800000,884,621,134,64,1144,2498,51,110,11,120,13,5655,f,1,0,4,2020-04-30 21:16:14
46,1585483200000,884,661,156,72,1355,2840,66,122,11,135,13,6320,f,1,0,4,2020-04-30 21:16:14
47,1585569600000,970,690,176,96,1706,3430,68,127,18,148,13,7448,f,1,0,5,2020-04-30 21:16:14
48,1585656000000,1013,754,184,103,1966,4162,70,147,21,152,13,8591,f,1,0,5,2020-04-30 21:16:14
49,1585742400000,1066,871,193,127,2392,4611,81,173,21,175,13,9731,f,2,0,6,2020-04-30 21:16:14
50,1585828800000,1121,968,206,167,2793,5518,92,193,21,183,13,11283,f,2,0,6,2020-04-30 21:16:14
51,1585945560000,1174,1075,220,182,3255,6101,95,207,22,195,13,12549,f,4,0,6,2020-04-30 21:16:14
52,1586029080000,1203,1181,231,194,3630,6997,98,236,22,203,13,14018,f,4,0,6,2020-04-30 21:16:14
53,1586116440000,1203,1250,249,203,4038,7944,101,262,22,217,13,15512,f,4,0,6,2020-04-30 21:16:14
54,1586205840000,1266,1348,253,204,4347,8580,103,293,22,226,13,16667,f,5,0,7,2020-04-30 21:16:14
55,1586265300000,1291,1373,260,217,4726,9340,105,310,22,228,13,17898,f,5,0,7,2020-04-30 21:16:14
56,1586390340000,1336,1423,271,221,5276,10031,108,342,25,232,13,19290,f,5,0,7,2020-04-30 21:16:14
57,1586433600000,1370,1451,278,224,5759,10912,111,373,25,236,13,20765,f,5,0,8,2020-04-30 21:16:14
60,1586520000000,1410,1500,285,230,6237,11677,112,407,25,239,13,22148,f,5,0,8,2020-04-30 21:16:14
61,1586606400000,1445,1569,289,243,6648,12292,112,428,25,241,13,23318,f,5,0,8,2020-04-30 21:16:14
62,1586692800000,1445,1651,298,242,7049,12846,114,445,25,242,13,24383,f,5,0,8,2020-04-30 21:16:14
64,1586779200000,1490,1732,300,246,7470,13557,116,474,25,244,13,25680,f,5,0,8,2020-04-30 21:16:14
65,1586865600000,1517,1870,301,246,7953,14248,116,517,25,244,13,27063,f,5,0,8,2020-04-30 21:16:14
66,1586952000000,1561,1996,304,246,8447,14860,117,549,26,247,13,28379,f,5,0,8,2020-04-30 21:16:14
67,1587038400000,1575,2158,305,250,8961,15857,117,579,26,252,13,30106,f,5,0,8,2020-04-30 21:16:14
68,1587124800000,1618,2397,307,250,9525,16798,117,606,26,256,13,31927,f,5,0,9,2020-04-30 21:16:14
69,1587211200000,1647,2562,313,253,10010,17521,118,649,26,257,13,33383,f,5,0,9,2020-04-30 21:16:14
70,1587297600000,1647,2803,315,253,10578,18357,118,675,26,257,13,35056,f,5,0,9,2020-04-30 21:16:14
72,1587384000000,1699,2908,316,254,11184,19319,118,721,26,257,13,36831,f,5,0,11,2020-04-30 21:16:14
73,1587470400000,1724,3095,320,255,11735,20126,118,737,26,257,13,38422,f,5,0,11,2020-04-30 21:16:14
74,1587556800000,1795,3401,326,257,12245,20965,118,772,26,256,13,40190,f,5,0,11,2020-04-30 21:16:14
75,1587643200000,1824,3720,331,262,12879,21838,118,827,26,256,13,42110,f,5,0,11,2020-04-30 21:16:14
76,1587729600000,1853,4017,341,263,13519,22616,118,850,26,256,13,43888,f,5,0,11,2020-04-30 21:16:14
77,1587816000000,1948,4233,349,267,13995,23267,118,865,26,257,13,45354,f,5,0,11,2020-04-30 21:16:14
78,1587902400000,1948,4480,353,271,14432,24107,118,873,26,258,13,46895,f,5,0,11,2020-04-30 21:16:14
79,1587988800000,1998,4696,365,272,14856,24982,118,900,26,258,13,48500,f,5,0,11,2020-04-30 21:16:14
80,1588075200000,2053,4850,366,272,15381,25757,118,915,27,258,13,50026,f,5,0,11,2020-04-30 21:16:14
81,1588161600000,2087,5165,383,273,15728,26594,118,935,27,258,13,51597,f,5,0,11,2020-04-30 21:16:14
82,1588248000000,2112,5355,389,275,16187,27538,118,947,27,258,13,53236,f,5,1,11,2020-04-30 21:16:14
1,1584288000000,73,56,6,7,145,39,6,3,1,1,4,341,f,0,0,0,2020-04-30 14:16:05
2,1584201600000,73,39,6,4,103,24,2,0,1,1,4,257,f,0,0,0,2020-04-30 14:16:05
3,1584115200000,64,29,2,4,79,17,1,0,0,0,2,198,f,0,0,0,2020-04-30 14:16:05
4,1583942400000,46,19,0,0,42,9,1,0,0,0,1,118,f,0,0,0,2020-04-30 14:16:05
5,1583856000000,39,14,0,0,36,7,0,0,0,0,0,96,f,0,0,0,2020-04-30 14:16:05
6,1583769600000,32,7,0,0,35,5,0,0,0,0,0,79,f,0,0,0,2020-04-30 14:16:05
7,1583600400000,27,2,0,0,28,3,0,0,0,0,0,60,f,0,0,0,2020-04-30 14:16:05
8,1583514000000,21,2,0,0,28,3,0,0,0,0,0,54,f,0,0,0,2020-04-30 14:16:05
9,1583427600000,21,1,0,0,22,3,0,0,0,0,0,47,f,0,0,0,2020-04-30 14:16:05
10,1583254800000,12,0,0,0,20,1,0,0,0,0,0,33,f,0,0,0,2020-04-30 14:16:05
11,1583168400000,8,0,0,0,18,1,0,0,0,0,0,27,f,0,0,0,2020-04-30 14:16:05
12,1583082000000,8,0,0,0,15,1,0,0,0,0,0,24,f,0,0,0,2020-04-30 14:16:05
13,1584374400000,103,74,7,8,177,50,7,5,1,1,8,441,f,0,0,0,2020-04-30 14:16:05
15,1584032400000,53,23,1,3,59,17,1,0,0,0,1,158,f,0,0,0,2020-04-30 14:16:05
16,1583686800000,27,4,0,0,31,4,0,0,0,0,0,66,f,0,0,0,2020-04-30 14:16:05
18,1584446400000,186,97,8,15,189,74,8,7,1,3,9,597,f,0,0,0,2020-04-30 14:16:05
19,1584532800000,231,119,16,17,214,94,11,12,1,3,9,727,f,0,0,0,2020-04-30 14:16:05
20,1584619200000,271,146,20,17,258,121,11,14,2,3,10,873,f,0,0,0,2020-04-30 14:16:05
21,1584705600000,348,195,26,17,318,139,11,15,2,4,12,1087,f,0,0,0,2020-04-30 14:16:05
22,1579953600000,0,0,0,0,1,0,0,0,0,0,0,1,t,0,0,0,2020-04-30 14:16:05
23,1580126400000,0,0,0,0,2,0,0,0,0,0,0,2,t,0,0,0,2020-04-30 14:16:05
24,1580212800000,1,0,0,0,2,0,0,0,0,0,0,3,t,0,0,0,2020-04-30 14:16:05
25,1580472000000,1,0,0,0,3,0,0,0,0,0,0,4,t,0,0,0,2020-04-30 14:16:05
26,1580817600000,2,0,0,0,3,0,0,0,0,0,0,5,t,0,0,0,2020-04-30 14:16:05
27,1580990400000,4,0,0,0,3,0,0,0,0,0,0,7,f,0,0,0,2020-04-30 14:16:05
28,1581681600000,5,0,0,0,3,0,0,0,0,0,0,8,t,0,0,0,2020-04-30 14:16:05
29,1582200000000,6,0,0,0,3,0,0,0,0,0,0,9,t,0,0,0,2020-04-30 14:16:05
30,1582459200000,6,0,0,0,4,0,0,0,0,0,0,10,t,0,0,0,2020-04-30 14:16:05
31,1582545600000,7,0,0,0,4,0,0,0,0,0,0,11,t,0,0,0,2020-04-30 14:16:05
32,1582718400000,7,0,0,0,5,0,0,0,0,0,0,12,t,0,0,0,2020-04-30 14:16:05
33,1582804800000,7,0,0,0,6,1,0,0,0,0,0,14,f,0,0,0,2020-04-30 14:16:05
34,1582891200000,7,0,0,0,8,1,0,0,0,0,0,16,f,0,0,0,2020-04-30 14:16:05
35,1582977600000,8,0,0,0,11,1,0,0,0,0,0,20,f,0,0,0,2020-04-30 14:16:05
36,1583323200000,13,0,0,0,20,1,0,0,0,0,0,34,t,0,0,0,2020-04-30 14:16:05
37,1584792000000,424,226,44,19,377,181,17,21,2,6,13,1331,f,1,0,0,2020-04-30 14:16:05
38,1584878400000,424,259,52,20,425,219,17,28,3,9,13,1470,f,1,0,0,2020-04-30 14:16:05
40,1584964800000,472,301,66,20,503,628,17,41,3,24,13,2091,f,1,0,2,2020-04-30 14:16:05
41,1585051200000,617,358,72,21,588,1013,18,51,3,35,13,2792,f,1,0,2,2020-04-30 14:16:05
42,1585137600000,659,419,86,35,688,1339,26,68,5,67,13,3409,f,1,0,3,2020-04-30 14:16:05
43,1585224000000,725,486,95,36,858,1629,33,73,9,82,13,4043,f,1,0,3,2020-04-30 14:16:05
44,1585310400000,792,542,104,39,993,2021,45,90,11,102,13,4757,f,1,0,4,2020-04-30 14:16:05
45,1585396800000,884,621,134,64,1144,2498,51,110,11,120,13,5655,f,1,0,4,2020-04-30 14:16:05
46,1585483200000,884,661,156,72,1355,2840,66,122,11,135,13,6320,f,1,0,4,2020-04-30 14:16:05
47,1585569600000,970,690,176,96,1706,3430,68,127,18,148,13,7448,f,1,0,5,2020-04-30 14:16:05
48,1585656000000,1013,754,184,103,1966,4162,70,147,21,152,13,8591,f,1,0,5,2020-04-30 14:16:05
49,1585742400000,1066,871,193,127,2392,4611,81,173,21,175,13,9731,f,2,0,6,2020-04-30 14:16:05
50,1585828800000,1121,968,206,167,2793,5518,92,193,21,183,13,11283,f,2,0,6,2020-04-30 14:16:05
51,1585945560000,1174,1075,220,182,3255,6101,95,207,22,195,13,12549,f,4,0,6,2020-04-30 14:16:05
52,1586029080000,1203,1181,231,194,3630,6997,98,236,22,203,13,14018,f,4,0,6,2020-04-30 14:16:05
53,1586116440000,1203,1250,249,203,4038,7944,101,262,22,217,13,15512,f,4,0,6,2020-04-30 14:16:05
54,1586205840000,1266,1348,253,204,4347,8580,103,293,22,226,13,16667,f,5,0,7,2020-04-30 14:16:05
55,1586265300000,1291,1373,260,217,4726,9340,105,310,22,228,13,17898,f,5,0,7,2020-04-30 14:16:05
56,1586390340000,1336,1423,271,221,5276,10031,108,342,25,232,13,19290,f,5,0,7,2020-04-30 14:16:05
57,1586433600000,1370,1451,278,224,5759,10912,111,373,25,236,13,20765,f,5,0,8,2020-04-30 14:16:05
60,1586520000000,1410,1500,285,230,6237,11677,112,407,25,239,13,22148,f,5,0,8,2020-04-30 14:16:05
61,1586606400000,1445,1569,289,243,6648,12292,112,428,25,241,13,23318,f,5,0,8,2020-04-30 14:16:05
62,1586692800000,1445,1651,298,242,7049,12846,114,445,25,242,13,24383,f,5,0,8,2020-04-30 14:16:05
64,1586779200000,1490,1732,300,246,7470,13557,116,474,25,244,13,25680,f,5,0,8,2020-04-30 14:16:05
65,1586865600000,1517,1870,301,246,7953,14248,116,517,25,244,13,27063,f,5,0,8,2020-04-30 14:16:05
66,1586952000000,1561,1996,304,246,8447,14860,117,549,26,247,13,28379,f,5,0,8,2020-04-30 14:16:05
67,1587038400000,1575,2158,305,250,8961,15857,117,579,26,252,13,30106,f,5,0,8,2020-04-30 14:16:05
68,1587124800000,1618,2397,307,250,9525,16798,117,606,26,256,13,31927,f,5,0,9,2020-04-30 14:16:05
69,1587211200000,1647,2562,313,253,10010,17521,118,649,26,257,13,33383,f,5,0,9,2020-04-30 14:16:05
70,1587297600000,1647,2803,315,253,10578,18357,118,675,26,257,13,35056,f,5,0,9,2020-04-30 14:16:05
72,1587384000000,1699,2908,316,254,11184,19319,118,721,26,257,13,36831,f,5,0,11,2020-04-30 14:16:05
73,1587470400000,1724,3095,320,255,11735,20126,118,737,26,257,13,38422,f,5,0,11,2020-04-30 14:16:05
74,1587556800000,1795,3401,326,257,12245,20965,118,772,26,256,13,40190,f,5,0,11,2020-04-30 14:16:05
75,1587643200000,1824,3720,331,262,12879,21838,118,827,26,256,13,42110,f,5,0,11,2020-04-30 14:16:05
76,1587729600000,1853,4017,341,263,13519,22616,118,850,26,256,13,43888,f,5,0,11,2020-04-30 14:16:05
77,1587816000000,1948,4233,349,267,13995,23267,118,865,26,257,13,45354,f,5,0,11,2020-04-30 14:16:05
78,1587902400000,1948,4480,353,271,14432,24107,118,873,26,258,13,46895,f,5,0,11,2020-04-30 14:16:05
79,1587988800000,1998,4696,365,272,14856,24982,118,900,26,258,13,48500,f,5,0,11,2020-04-30 14:16:05
80,1588075200000,2053,4850,366,272,15381,25757,118,915,27,258,13,50026,f,5,0,11,2020-04-30 14:16:05
81,1588161600000,2087,5165,383,273,15728,26594,118,935,27,258,13,51597,f,5,0,11,2020-04-30 14:16:05
1,1584288000000,73,56,6,7,145,39,6,3,1,1,4,341,f,0,0,0,2020-04-30 07:16:02
2,1584201600000,73,39,6,4,103,24,2,0,1,1,4,257,f,0,0,0,2020-04-30 07:16:02
3,1584115200000,64,29,2,4,79,17,1,0,0,0,2,198,f,0,0,0,2020-04-30 07:16:02
4,1583942400000,46,19,0,0,42,9,1,0,0,0,1,118,f,0,0,0,2020-04-30 07:16:02
5,1583856000000,39,14,0,0,36,7,0,0,0,0,0,96,f,0,0,0,2020-04-30 07:16:02
6,1583769600000,32,7,0,0,35,5,0,0,0,0,0,79,f,0,0,0,2020-04-30 07:16:02
7,1583600400000,27,2,0,0,28,3,0,0,0,0,0,60,f,0,0,0,2020-04-30 07:16:02
8,1583514000000,21,2,0,0,28,3,0,0,0,0,0,54,f,0,0,0,2020-04-30 07:16:02
9,1583427600000,21,1,0,0,22,3,0,0,0,0,0,47,f,0,0,0,2020-04-30 07:16:02
10,1583254800000,12,0,0,0,20,1,0,0,0,0,0,33,f,0,0,0,2020-04-30 07:16:02
11,1583168400000,8,0,0,0,18,1,0,0,0,0,0,27,f,0,0,0,2020-04-30 07:16:02
12,1583082000000,8,0,0,0,15,1,0,0,0,0,0,24,f,0,0,0,2020-04-30 07:16:02
13,1584374400000,103,74,7,8,177,50,7,5,1,1,8,441,f,0,0,0,2020-04-30 07:16:02
15,1584032400000,53,23,1,3,59,17,1,0,0,0,1,158,f,0,0,0,2020-04-30 07:16:02
16,1583686800000,27,4,0,0,31,4,0,0,0,0,0,66,f,0,0,0,2020-04-30 07:16:02
18,1584446400000,186,97,8,15,189,74,8,7,1,3,9,597,f,0,0,0,2020-04-30 07:16:02
19,1584532800000,231,119,16,17,214,94,11,12,1,3,9,727,f,0,0,0,2020-04-30 07:16:02
20,1584619200000,271,146,20,17,258,121,11,14,2,3,10,873,f,0,0,0,2020-04-30 07:16:02
21,1584705600000,348,195,26,17,318,139,11,15,2,4,12,1087,f,0,0,0,2020-04-30 07:16:02
22,1579953600000,0,0,0,0,1,0,0,0,0,0,0,1,t,0,0,0,2020-04-30 07:16:02
23,1580126400000,0,0,0,0,2,0,0,0,0,0,0,2,t,0,0,0,2020-04-30 07:16:02
24,1580212800000,1,0,0,0,2,0,0,0,0,0,0,3,t,0,0,0,2020-04-30 07:16:02
25,1580472000000,1,0,0,0,3,0,0,0,0,0,0,4,t,0,0,0,2020-04-30 07:16:02
26,1580817600000,2,0,0,0,3,0,0,0,0,0,0,5,t,0,0,0,2020-04-30 07:16:02
27,1580990400000,4,0,0,0,3,0,0,0,0,0,0,7,f,0,0,0,2020-04-30 07:16:02
28,1581681600000,5,0,0,0,3,0,0,0,0,0,0,8,t,0,0,0,2020-04-30 07:16:02
29,1582200000000,6,0,0,0,3,0,0,0,0,0,0,9,t,0,0,0,2020-04-30 07:16:02
30,1582459200000,6,0,0,0,4,0,0,0,0,0,0,10,t,0,0,0,2020-04-30 07:16:02
31,1582545600000,7,0,0,0,4,0,0,0,0,0,0,11,t,0,0,0,2020-04-30 07:16:02
32,1582718400000,7,0,0,0,5,0,0,0,0,0,0,12,t,0,0,0,2020-04-30 07:16:02
33,1582804800000,7,0,0,0,6,1,0,0,0,0,0,14,f,0,0,0,2020-04-30 07:16:02
34,1582891200000,7,0,0,0,8,1,0,0,0,0,0,16,f,0,0,0,2020-04-30 07:16:02
35,1582977600000,8,0,0,0,11,1,0,0,0,0,0,20,f,0,0,0,2020-04-30 07:16:02
36,1583323200000,13,0,0,0,20,1,0,0,0,0,0,34,t,0,0,0,2020-04-30 07:16:02
37,1584792000000,424,226,44,19,377,181,17,21,2,6,13,1331,f,1,0,0,2020-04-30 07:16:02
38,1584878400000,424,259,52,20,425,219,17,28,3,9,13,1470,f,1,0,0,2020-04-30 07:16:02
40,1584964800000,472,301,66,20,503,628,17,41,3,24,13,2091,f,1,0,2,2020-04-30 07:16:02
41,1585051200000,617,358,72,21,588,1013,18,51,3,35,13,2792,f,1,0,2,2020-04-30 07:16:02
42,1585137600000,659,419,86,35,688,1339,26,68,5,67,13,3409,f,1,0,3,2020-04-30 07:16:02
43,1585224000000,725,486,95,36,858,1629,33,73,9,82,13,4043,f,1,0,3,2020-04-30 07:16:02
44,1585310400000,792,542,104,39,993,2021,45,90,11,102,13,4757,f,1,0,4,2020-04-30 07:16:02
45,1585396800000,884,621,134,64,1144,2498,51,110,11,120,13,5655,f,1,0,4,2020-04-30 07:16:02
46,1585483200000,884,661,156,72,1355,2840,66,122,11,135,13,6320,f,1,0,4,2020-04-30 07:16:02
47,1585569600000,970,690,176,96,1706,3430,68,127,18,148,13,7448,f,1,0,5,2020-04-30 07:16:02
48,1585656000000,1013,754,184,103,1966,4162,70,147,21,152,13,8591,f,1,0,5,2020-04-30 07:16:02
49,1585742400000,1066,871,193,127,2392,4611,81,173,21,175,13,9731,f,2,0,6,2020-04-30 07:16:02
50,1585828800000,1121,968,206,167,2793,5518,92,193,21,183,13,11283,f,2,0,6,2020-04-30 07:16:02
51,1585945560000,1174,1075,220,182,3255,6101,95,207,22,195,13,12549,f,4,0,6,2020-04-30 07:16:02
52,1586029080000,1203,1181,231,194,3630,6997,98,236,22,203,13,14018,f,4,0,6,2020-04-30 07:16:02
53,1586116440000,1203,1250,249,203,4038,7944,101,262,22,217,13,15512,f,4,0,6,2020-04-30 07:16:02
54,1586205840000,1266,1348,253,204,4347,8580,103,293,22,226,13,16667,f,5,0,7,2020-04-30 07:16:02
55,1586265300000,1291,1373,260,217,4726,9340,105,310,22,228,13,17898,f,5,0,7,2020-04-30 07:16:02
56,1586390340000,1336,1423,271,221,5276,10031,108,342,25,232,13,19290,f,5,0,7,2020-04-30 07:16:02
57,1586433600000,1370,1451,278,224,5759,10912,111,373,25,236,13,20765,f,5,0,8,2020-04-30 07:16:02
60,1586520000000,1410,1500,285,230,6237,11677,112,407,25,239,13,22148,f,5,0,8,2020-04-30 07:16:02
61,1586606400000,1445,1569,289,243,6648,12292,112,428,25,241,13,23318,f,5,0,8,2020-04-30 07:16:02
62,1586692800000,1445,1651,298,242,7049,12846,114,445,25,242,13,24383,f,5,0,8,2020-04-30 07:16:02
64,1586779200000,1490,1732,300,246,7470,13557,116,474,25,244,13,25680,f,5,0,8,2020-04-30 07:16:02
65,1586865600000,1517,1870,301,246,7953,14248,116,517,25,244,13,27063,f,5,0,8,2020-04-30 07:16:02
66,1586952000000,1561,1996,304,246,8447,14860,117,549,26,247,13,28379,f,5,0,8,2020-04-30 07:16:02
67,1587038400000,1575,2158,305,250,8961,15857,117,579,26,252,13,30106,f,5,0,8,2020-04-30 07:16:02
68,1587124800000,1618,2397,307,250,9525,16798,117,606,26,256,13,31927,f,5,0,9,2020-04-30 07:16:02
69,1587211200000,1647,2562,313,253,10010,17521,118,649,26,257,13,33383,f,5,0,9,2020-04-30 07:16:02
70,1587297600000,1647,2803,315,253,10578,18357,118,675,26,257,13,35056,f,5,0,9,2020-04-30 07:16:02
72,1587384000000,1699,2908,316,254,11184,19319,118,721,26,257,13,36831,f,5,0,11,2020-04-30 07:16:02
73,1587470400000,1724,3095,320,255,11735,20126,118,737,26,257,13,38422,f,5,0,11,2020-04-30 07:16:02
74,1587556800000,1795,3401,326,257,12245,20965,118,772,26,256,13,40190,f,5,0,11,2020-04-30 07:16:02
75,1587643200000,1824,3720,331,262,12879,21838,118,827,26,256,13,42110,f,5,0,11,2020-04-30 07:16:02
76,1587729600000,1853,4017,341,263,13519,22616,118,850,26,256,13,43888,f,5,0,11,2020-04-30 07:16:02
77,1587816000000,1948,4233,349,267,13995,23267,118,865,26,257,13,45354,f,5,0,11,2020-04-30 07:16:02
78,1587902400000,1948,4480,353,271,14432,24107,118,873,26,258,13,46895,f,5,0,11,2020-04-30 07:16:02
79,1587988800000,1998,4696,365,272,14856,24982,118,900,26,258,13,48500,f,5,0,11,2020-04-30 07:16:02
80,1588075200000,2053,4850,366,272,15381,25757,118,915,27,258,13,50026,f,5,0,11,2020-04-30 07:16:02
81,1588161600000,2087,5165,383,273,15728,26594,118,935,27,258,13,51597,f,5,0,11,2020-04-30 07:16:02
1,1584288000000,73,56,6,7,145,39,6,3,1,1,4,341,f,0,0,0,2020-04-29 21:15:56
2,1584201600000,73,39,6,4,103,24,2,0,1,1,4,257,f,0,0,0,2020-04-29 21:15:56
